,mode,provider,inter_request_ms,num_msgs,elapsed_us,msg_send_time,req_latency_us,impl,num_receivers
84,BestEffort,aws,0,100,1486920,575078,616765,client,1
85,BestEffort,aws,0,100,1486920,698789,500393,client,1
86,BestEffort,aws,0,100,1486920,800913,404781,client,1
87,BestEffort,aws,0,100,1486920,592438,624405,client,1
88,BestEffort,aws,0,100,1486920,707829,515927,client,1
89,BestEffort,aws,0,100,1486920,817351,413966,client,1
90,BestEffort,aws,0,100,1486920,712929,531247,client,1
91,BestEffort,aws,0,100,1486920,682219,584177,client,1
92,BestEffort,aws,0,100,1486920,638359,651575,client,1
93,BestEffort,aws,0,100,1486920,676828,627118,client,1
94,BestEffort,aws,0,100,1486920,717744,681123,client,1
95,BestEffort,aws,0,100,1486920,722439,684414,client,1
96,BestEffort,aws,0,100,1486920,811180,615149,client,1
97,BestEffort,aws,0,100,1486920,738070,721703,client,1
98,BestEffort,aws,0,100,1486920,785966,690874,client,1
99,BestEffort,aws,0,100,1486920,794737,725729,client,1
0,AtMostOnce,aws,0,100,1379472,5,65847,client,1
1,AtMostOnce,aws,0,100,1379472,61117,22598,client,1
2,AtMostOnce,aws,0,100,1379472,68456,58524,client,1
3,AtMostOnce,aws,0,100,1379472,120011,19473,client,1
4,AtMostOnce,aws,0,100,1379472,126965,33285,client,1
5,AtMostOnce,aws,0,100,1379472,138805,30782,client,1
6,AtMostOnce,aws,0,100,1379472,153219,23017,client,1
7,AtMostOnce,aws,0,100,1379472,144812,49578,client,1
8,AtMostOnce,aws,0,100,1379472,174491,46753,client,1
9,AtMostOnce,aws,0,100,1379472,131472,97327,client,1
10,AtMostOnce,aws,0,100,1379472,190695,52129,client,1
11,AtMostOnce,aws,0,100,1379472,170046,90359,client,1
12,AtMostOnce,aws,0,100,1379472,200408,67034,client,1
13,AtMostOnce,aws,0,100,1379472,242922,32448,client,1
14,AtMostOnce,aws,0,100,1379472,157818,126274,client,1
15,AtMostOnce,aws,0,100,1379472,256438,41192,client,1
16,AtMostOnce,aws,0,100,1379472,262241,44650,client,1
17,AtMostOnce,aws,0,100,1379472,268248,50123,client,1
18,AtMostOnce,aws,0,100,1379472,249149,79065,client,1
19,AtMostOnce,aws,0,100,1379472,273747,62604,client,1
20,AtMostOnce,aws,0,100,1379472,321852,25838,client,1
21,AtMostOnce,aws,0,100,1379472,185121,171724,client,1
22,AtMostOnce,aws,0,100,1379472,310955,53060,client,1
23,AtMostOnce,aws,0,100,1379472,279687,92288,client,1
24,AtMostOnce,aws,0,100,1379472,372899,9050,client,1
25,AtMostOnce,aws,0,100,1379472,333577,55905,client,1
26,AtMostOnce,aws,0,100,1379472,352024,44496,client,1
27,AtMostOnce,aws,0,100,1379472,300785,103224,client,1
28,AtMostOnce,aws,0,100,1379472,293862,124493,client,1
29,AtMostOnce,aws,0,100,1379472,339936,86624,client,1
30,AtMostOnce,aws,0,100,1379472,385678,52640,client,1
31,AtMostOnce,aws,0,100,1379472,409102,47294,client,1
32,AtMostOnce,aws,0,100,1379472,285848,181396,client,1
33,AtMostOnce,aws,0,100,1379472,404396,74112,client,1
34,AtMostOnce,aws,0,100,1379472,345974,142105,client,1
35,AtMostOnce,aws,0,100,1379472,464295,31339,client,1
36,AtMostOnce,aws,0,100,1379472,357440,148571,client,1
37,AtMostOnce,aws,0,100,1379472,444405,69147,client,1
38,AtMostOnce,aws,0,100,1379472,393997,145217,client,1
39,AtMostOnce,aws,0,100,1379472,474637,73614,client,1
40,AtMostOnce,aws,0,100,1379472,522766,32665,client,1
41,AtMostOnce,aws,0,100,1379472,365830,199579,client,1
42,AtMostOnce,aws,0,100,1379472,377813,197242,client,1
43,AtMostOnce,aws,0,100,1379472,486340,97795,client,1
44,AtMostOnce,aws,0,100,1379472,513751,78574,client,1
45,AtMostOnce,aws,0,100,1379472,528474,76054,client,1
46,AtMostOnce,aws,0,100,1379472,422046,190225,client,1
47,AtMostOnce,aws,0,100,1379472,454422,165399,client,1
48,AtMostOnce,aws,0,100,1379472,566157,71138,client,1
49,AtMostOnce,aws,0,100,1379472,576613,73698,client,1
50,AtMostOnce,aws,0,100,1379472,650740,8791,client,1
51,AtMostOnce,aws,0,100,1379472,469222,198290,client,1
52,AtMostOnce,aws,0,100,1379472,554361,119703,client,1
53,AtMostOnce,aws,0,100,1379472,661238,40439,client,1
54,AtMostOnce,aws,0,100,1379472,675879,38649,client,1
55,AtMostOnce,aws,0,100,1379472,572111,151220,client,1
56,AtMostOnce,aws,0,100,1379472,666536,63776,client,1
57,AtMostOnce,aws,0,100,1379472,416129,368663,client,1
58,AtMostOnce,aws,0,100,1379472,784232,15668,client,1
59,AtMostOnce,aws,0,100,1379472,584638,221933,client,1
60,AtMostOnce,aws,0,100,1379472,492163,327733,client,1
61,AtMostOnce,aws,0,100,1379472,670902,161516,client,1
62,AtMostOnce,aws,0,100,1379472,592056,253534,client,1
63,AtMostOnce,aws,0,100,1379472,497556,355161,client,1
64,AtMostOnce,aws,0,100,1379472,434636,448337,client,1
65,AtMostOnce,aws,0,100,1379472,602294,287805,client,1
66,AtMostOnce,aws,0,100,1379472,790227,110975,client,1
67,AtMostOnce,aws,0,100,1379472,627892,281188,client,1
68,AtMostOnce,aws,0,100,1379472,642038,274514,client,1
69,AtMostOnce,aws,0,100,1379472,480528,445721,client,1
70,AtMostOnce,aws,0,100,1379472,685925,246873,client,1
71,AtMostOnce,aws,0,100,1379472,729156,217852,client,1
72,AtMostOnce,aws,0,100,1379472,871691,84699,client,1
73,AtMostOnce,aws,0,100,1379472,862602,101715,client,1
74,AtMostOnce,aws,0,100,1379472,795626,176440,client,1
75,AtMostOnce,aws,0,100,1379472,655522,324004,client,1
76,AtMostOnce,aws,0,100,1379472,819702,167141,client,1
77,AtMostOnce,aws,0,100,1379472,507546,489244,client,1
78,AtMostOnce,aws,0,100,1379472,777972,226114,client,1
79,AtMostOnce,aws,0,100,1379472,831288,180347,client,1
80,AtMostOnce,aws,0,100,1379472,558426,461480,client,1
81,AtMostOnce,aws,0,100,1379472,837407,188915,client,1
82,AtMostOnce,aws,0,100,1379472,902517,135730,client,1
83,AtMostOnce,aws,0,100,1379472,842229,205402,client,1
84,AtMostOnce,aws,0,100,1379472,847878,207153,client,1
85,AtMostOnce,aws,0,100,1379472,607595,457791,client,1
86,AtMostOnce,aws,0,100,1379472,867277,211367,client,1
87,AtMostOnce,aws,0,100,1379472,891801,202287,client,1
88,AtMostOnce,aws,0,100,1379472,927652,175998,client,1
89,AtMostOnce,aws,0,100,1379472,616693,505657,client,1
90,AtMostOnce,aws,0,100,1379472,622116,513588,client,1
91,AtMostOnce,aws,0,100,1379472,886874,410401,client,1
92,AtMostOnce,aws,0,100,1379472,918196,396492,client,1
93,AtMostOnce,aws,0,100,1379472,633267,704529,client,1
94,AtMostOnce,aws,0,100,1379472,854397,496705,client,1
95,AtMostOnce,aws,0,100,1379472,908632,449284,client,1
96,AtMostOnce,aws,0,100,1379472,913615,509734,client,1
97,AtMostOnce,aws,0,100,1379472,922594,507718,client,1
98,AtMostOnce,aws,0,100,1379472,933324,504288,client,1
99,AtMostOnce,aws,0,100,1379472,880879,564441,client,1
0,Ordered:1,aws,0,100,1601530,28,42906,client,1
1,Ordered:1,aws,0,100,1601530,31557,28580,client,1
2,Ordered:1,aws,0,100,1601530,48794,27561,client,1
3,Ordered:1,aws,0,100,1601530,69853,48094,client,1
4,Ordered:1,aws,0,100,1601530,108387,23974,client,1
5,Ordered:1,aws,0,100,1601530,121045,68016,client,1
6,Ordered:1,aws,0,100,1601530,135463,89673,client,1
7,Ordered:1,aws,0,100,1601530,141968,83176,client,1
8,Ordered:1,aws,0,100,1601530,156339,68806,client,1
9,Ordered:1,aws,0,100,1601530,166005,59144,client,1
10,Ordered:1,aws,0,100,1601530,182047,107676,client,1
11,Ordered:1,aws,0,100,1601530,192771,130360,client,1
12,Ordered:1,aws,0,100,1601530,202000,188931,client,1
13,Ordered:1,aws,0,100,1601530,213659,177278,client,1
14,Ordered:1,aws,0,100,1601530,220350,211988,client,1
15,Ordered:1,aws,0,100,1601530,226441,205901,client,1
16,Ordered:1,aws,0,100,1601530,238276,194068,client,1
17,Ordered:1,aws,0,100,1601530,249347,183000,client,1
18,Ordered:1,aws,0,100,1601530,257267,175082,client,1
19,Ordered:1,aws,0,100,1601530,309021,123329,client,1
20,Ordered:1,aws,0,100,1601530,314271,118081,client,1
21,Ordered:1,aws,0,100,1601530,320844,111508,client,1
22,Ordered:1,aws,0,100,1601530,329889,207834,client,1
23,Ordered:1,aws,0,100,1601530,337957,199771,client,1
24,Ordered:1,aws,0,100,1601530,344347,193382,client,1
25,Ordered:1,aws,0,100,1601530,374663,163068,client,1
26,Ordered:1,aws,0,100,1601530,381161,156572,client,1
27,Ordered:1,aws,0,100,1601530,389851,147882,client,1
28,Ordered:1,aws,0,100,1601530,395276,142459,client,1
29,Ordered:1,aws,0,100,1601530,460000,104284,client,1
30,Ordered:1,aws,0,100,1601530,465072,99217,client,1
31,Ordered:1,aws,0,100,1601530,474044,90246,client,1
32,Ordered:1,aws,0,100,1601530,480221,84070,client,1
33,Ordered:1,aws,0,100,1601530,486246,84935,client,1
34,Ordered:1,aws,0,100,1601530,491497,609850,client,1
35,Ordered:1,aws,0,100,1601530,499755,601596,client,1
36,Ordered:1,aws,0,100,1601530,552905,548448,client,1
37,Ordered:1,aws,0,100,1601530,562572,598599,client,1
38,Ordered:1,aws,0,100,1601530,567698,593479,client,1
39,Ordered:1,aws,0,100,1601530,574055,587123,client,1
40,Ordered:1,aws,0,100,1601530,597270,563909,client,1
41,Ordered:1,aws,0,100,1601530,602716,558465,client,1
42,Ordered:1,aws,0,100,1601530,608879,552302,client,1
43,Ordered:1,aws,0,100,1601530,615812,618763,client,1
44,Ordered:1,aws,0,100,1601530,620860,685760,client,1
45,Ordered:1,aws,0,100,1601530,631765,674861,client,1
46,Ordered:1,aws,0,100,1601530,636891,669736,client,1
47,Ordered:1,aws,0,100,1601530,642738,663891,client,1
48,Ordered:1,aws,0,100,1601530,649877,656753,client,1
49,Ordered:1,aws,0,100,1601530,655353,651290,client,1
50,Ordered:1,aws,0,100,1601530,665506,702920,client,1
51,Ordered:1,aws,0,100,1601530,670692,705437,client,1
52,Ordered:1,aws,0,100,1601530,676086,700046,client,1
53,Ordered:1,aws,0,100,1601530,685210,769905,client,1
54,Ordered:1,aws,0,100,1601530,690764,764356,client,1
55,Ordered:1,aws,0,100,1601530,695596,759525,client,1
56,Ordered:1,aws,0,100,1601530,702297,777274,client,1
57,Ordered:1,aws,0,100,1601530,727657,751919,client,1
58,Ordered:1,aws,0,100,1601530,736729,742849,client,1
59,Ordered:1,aws,0,100,1601530,744257,735323,client,1
60,Ordered:1,aws,0,100,1601530,754780,732043,client,1
61,Ordered:1,aws,0,100,1601530,760119,726708,client,1
62,Ordered:1,aws,0,100,1601530,765549,732873,client,1
63,Ordered:1,aws,0,100,1601530,774970,723456,client,1
64,Ordered:1,aws,0,100,1601530,786086,712341,client,1
65,Ordered:1,aws,0,100,1601530,791508,706923,client,1
66,Ordered:1,aws,0,100,1601530,797652,700780,client,1
67,Ordered:1,aws,0,100,1601530,803250,695183,client,1
68,Ordered:1,aws,0,100,1601530,809381,689054,client,1
69,Ordered:1,aws,0,100,1601530,815453,682983,client,1
70,Ordered:1,aws,0,100,1601530,825833,672604,client,1
71,Ordered:1,aws,0,100,1601530,832311,666127,client,1
72,Ordered:1,aws,0,100,1601530,841766,656673,client,1
73,Ordered:1,aws,0,100,1601530,848173,687919,client,1
74,Ordered:1,aws,0,100,1601530,854657,688984,client,1
75,Ordered:1,aws,0,100,1601530,864431,679214,client,1
76,Ordered:1,aws,0,100,1601530,874431,669216,client,1
77,Ordered:1,aws,0,100,1601530,886071,657577,client,1
78,Ordered:1,aws,0,100,1601530,894951,648699,client,1
79,Ordered:1,aws,0,100,1601530,903744,652653,client,1
80,Ordered:1,aws,0,100,1601530,908975,647425,client,1
81,Ordered:1,aws,0,100,1601530,918356,638045,client,1
82,Ordered:1,aws,0,100,1601530,924667,631736,client,1
83,Ordered:1,aws,0,100,1601530,931997,624406,client,1
84,Ordered:1,aws,0,100,1601530,936916,619489,client,1
85,Ordered:1,aws,0,100,1601530,943534,612872,client,1
86,Ordered:1,aws,0,100,1601530,949557,606850,client,1
87,Ordered:1,aws,0,100,1601530,959649,596759,client,1
88,Ordered:1,aws,0,100,1601530,1027115,529295,client,1
89,Ordered:1,aws,0,100,1601530,1032786,523625,client,1
90,Ordered:1,aws,0,100,1601530,1038363,518049,client,1
91,Ordered:1,aws,0,100,1601530,1043901,512512,client,1
92,Ordered:1,aws,0,100,1601530,1049897,506517,client,1
93,Ordered:1,aws,0,100,1601530,1055840,500575,client,1
94,Ordered:1,aws,0,100,1601530,1061646,502771,client,1
95,Ordered:1,aws,0,100,1601530,1071800,532394,client,1
96,Ordered:1,aws,0,100,1601530,1076308,527890,client,1
97,Ordered:1,aws,0,100,1601530,1084597,519602,client,1
98,Ordered:1,aws,0,100,1601530,1089071,515130,client,1
99,Ordered:1,aws,0,100,1601530,1096769,547688,client,1
0,Ordered:2,aws,0,100,1168062,20,244965,client,1
1,Ordered:2,aws,0,100,1168062,255666,18803,client,1
2,Ordered:2,aws,0,100,1168062,240301,50966,client,1
3,Ordered:2,aws,0,100,1168062,287072,14351,client,1
4,Ordered:2,aws,0,100,1168062,262138,53582,client,1
5,Ordered:2,aws,0,100,1168062,293740,115871,client,1
6,Ordered:2,aws,0,100,1168062,299383,145918,client,1
7,Ordered:2,aws,0,100,1168062,304966,152827,client,1
8,Ordered:2,aws,0,100,1168062,319631,138169,client,1
9,Ordered:2,aws,0,100,1168062,332245,125558,client,1
10,Ordered:2,aws,0,100,1168062,345693,112111,client,1
11,Ordered:2,aws,0,100,1168062,362323,95482,client,1
12,Ordered:2,aws,0,100,1168062,374163,83643,client,1
13,Ordered:2,aws,0,100,1168062,391340,66467,client,1
14,Ordered:2,aws,0,100,1168062,310256,155435,client,1
15,Ordered:2,aws,0,100,1168062,326091,162896,client,1
16,Ordered:2,aws,0,100,1168062,339081,149912,client,1
17,Ordered:2,aws,0,100,1168062,355229,133766,client,1
18,Ordered:2,aws,0,100,1168062,368689,120307,client,1
19,Ordered:2,aws,0,100,1168062,381895,131321,client,1
20,Ordered:2,aws,0,100,1168062,405059,118443,client,1
21,Ordered:2,aws,0,100,1168062,420576,102932,client,1
22,Ordered:2,aws,0,100,1168062,396939,147774,client,1
23,Ordered:2,aws,0,100,1168062,415269,129451,client,1
24,Ordered:2,aws,0,100,1168062,439311,128206,client,1
25,Ordered:2,aws,0,100,1168062,431200,173871,client,1
26,Ordered:2,aws,0,100,1168062,444844,160233,client,1
27,Ordered:2,aws,0,100,1168062,459633,145445,client,1
28,Ordered:2,aws,0,100,1168062,471731,133349,client,1
29,Ordered:2,aws,0,100,1168062,453834,268914,client,1
30,Ordered:2,aws,0,100,1168062,465202,257551,client,1
31,Ordered:2,aws,0,100,1168062,480001,242754,client,1
32,Ordered:2,aws,0,100,1168062,491531,231224,client,1
33,Ordered:2,aws,0,100,1168062,506865,215894,client,1
34,Ordered:2,aws,0,100,1168062,486021,327911,client,1
35,Ordered:2,aws,0,100,1168062,501723,312215,client,1
36,Ordered:2,aws,0,100,1168062,512977,300962,client,1
37,Ordered:2,aws,0,100,1168062,518899,411471,client,1
38,Ordered:2,aws,0,100,1168062,529669,400707,client,1
39,Ordered:2,aws,0,100,1168062,524547,434640,client,1
40,Ordered:2,aws,0,100,1168062,535122,424071,client,1
41,Ordered:2,aws,0,100,1168062,566356,392838,client,1
42,Ordered:2,aws,0,100,1168062,561046,428888,client,1
43,Ordered:2,aws,0,100,1168062,572634,417305,client,1
44,Ordered:2,aws,0,100,1168062,591055,398886,client,1
45,Ordered:2,aws,0,100,1168062,607666,382276,client,1
46,Ordered:2,aws,0,100,1168062,617817,372126,client,1
47,Ordered:2,aws,0,100,1168062,629563,360381,client,1
48,Ordered:2,aws,0,100,1168062,579461,470999,client,1
49,Ordered:2,aws,0,100,1168062,602019,448447,client,1
50,Ordered:2,aws,0,100,1168062,613038,523584,client,1
51,Ordered:2,aws,0,100,1168062,623280,513348,client,1
52,Ordered:2,aws,0,100,1168062,639122,509577,client,1
53,Ordered:2,aws,0,100,1168062,649472,499234,client,1
54,Ordered:2,aws,0,100,1168062,662990,485716,client,1
55,Ordered:2,aws,0,100,1168062,674388,474320,client,1
56,Ordered:2,aws,0,100,1168062,692300,456410,client,1
57,Ordered:2,aws,0,100,1168062,703020,445690,client,1
58,Ordered:2,aws,0,100,1168062,715739,432974,client,1
59,Ordered:2,aws,0,100,1168062,731449,417264,client,1
60,Ordered:2,aws,0,100,1168062,745424,403291,client,1
61,Ordered:2,aws,0,100,1168062,758189,390527,client,1
62,Ordered:2,aws,0,100,1168062,772325,376392,client,1
63,Ordered:2,aws,0,100,1168062,784496,364222,client,1
64,Ordered:2,aws,0,100,1168062,798656,350063,client,1
65,Ordered:2,aws,0,100,1168062,644313,545478,client,1
66,Ordered:2,aws,0,100,1168062,656459,533337,client,1
67,Ordered:2,aws,0,100,1168062,668714,521084,client,1
68,Ordered:2,aws,0,100,1168062,685768,504031,client,1
69,Ordered:2,aws,0,100,1168062,697894,491906,client,1
70,Ordered:2,aws,0,100,1168062,709402,480399,client,1
71,Ordered:2,aws,0,100,1168062,722150,467653,client,1
72,Ordered:2,aws,0,100,1168062,740140,449664,client,1
73,Ordered:2,aws,0,100,1168062,752584,437220,client,1
74,Ordered:2,aws,0,100,1168062,766830,422976,client,1
75,Ordered:2,aws,0,100,1168062,779237,410570,client,1
76,Ordered:2,aws,0,100,1168062,792815,410505,client,1
77,Ordered:2,aws,0,100,1168062,803841,408431,client,1
78,Ordered:2,aws,0,100,1168062,813743,398534,client,1
79,Ordered:2,aws,0,100,1168062,825376,386903,client,1
80,Ordered:2,aws,0,100,1168062,808706,414398,client,1
81,Ordered:2,aws,0,100,1168062,820000,435106,client,1
82,Ordered:2,aws,0,100,1168062,830071,425040,client,1
83,Ordered:2,aws,0,100,1168062,835087,458172,client,1
84,Ordered:2,aws,0,100,1168062,844370,448895,client,1
85,Ordered:2,aws,0,100,1168062,858294,434973,client,1
86,Ordered:2,aws,0,100,1168062,872233,421035,client,1
87,Ordered:2,aws,0,100,1168062,839629,486054,client,1
88,Ordered:2,aws,0,100,1168062,853237,494620,client,1
89,Ordered:2,aws,0,100,1168062,863940,483923,client,1
90,Ordered:2,aws,0,100,1168062,877256,491906,client,1
91,Ordered:2,aws,0,100,1168062,909293,459874,client,1
92,Ordered:2,aws,0,100,1168062,918699,450470,client,1
93,Ordered:2,aws,0,100,1168062,904873,475207,client,1
94,Ordered:2,aws,0,100,1168062,914044,466042,client,1
95,Ordered:2,aws,0,100,1168062,923762,456326,client,1
96,Ordered:2,aws,0,100,1168062,933309,446780,client,1
97,Ordered:2,aws,0,100,1168062,944348,435742,client,1
98,Ordered:2,aws,0,100,1168062,928434,484603,client,1
99,Ordered:2,aws,0,100,1168062,939374,473668,client,1
0,Ordered:5,aws,0,100,1230349,29027,26841,client,1
1,Ordered:5,aws,0,100,1230349,51947,18840,client,1
2,Ordered:5,aws,0,100,1230349,21,79951,client,1
3,Ordered:5,aws,0,100,1230349,65514,59822,client,1
4,Ordered:5,aws,0,100,1230349,79526,54471,client,1
5,Ordered:5,aws,0,100,1230349,95091,47168,client,1
6,Ordered:5,aws,0,100,1230349,115649,66227,client,1
7,Ordered:5,aws,0,100,1230349,74353,114674,client,1
8,Ordered:5,aws,0,100,1230349,106491,82543,client,1
9,Ordered:5,aws,0,100,1230349,127100,72177,client,1
10,Ordered:5,aws,0,100,1230349,157294,41986,client,1
11,Ordered:5,aws,0,100,1230349,88110,159656,client,1
12,Ordered:5,aws,0,100,1230349,121816,125955,client,1
13,Ordered:5,aws,0,100,1230349,100949,157337,client,1
14,Ordered:5,aws,0,100,1230349,133878,124412,client,1
15,Ordered:5,aws,0,100,1230349,145497,131475,client,1
16,Ordered:5,aws,0,100,1230349,166450,119714,client,1
17,Ordered:5,aws,0,100,1230349,177423,116479,client,1
18,Ordered:5,aws,0,100,1230349,139215,170661,client,1
19,Ordered:5,aws,0,100,1230349,172211,137670,client,1
20,Ordered:5,aws,0,100,1230349,206800,103082,client,1
21,Ordered:5,aws,0,100,1230349,240879,69004,client,1
22,Ordered:5,aws,0,100,1230349,151026,179537,client,1
23,Ordered:5,aws,0,100,1230349,182557,148010,client,1
24,Ordered:5,aws,0,100,1230349,266336,71358,client,1
25,Ordered:5,aws,0,100,1230349,304032,73044,client,1
26,Ordered:5,aws,0,100,1230349,197179,192830,client,1
27,Ordered:5,aws,0,100,1230349,235590,154424,client,1
28,Ordered:5,aws,0,100,1230349,261553,128463,client,1
29,Ordered:5,aws,0,100,1230349,212186,208336,client,1
30,Ordered:5,aws,0,100,1230349,245792,174734,client,1
31,Ordered:5,aws,0,100,1230349,274782,196580,client,1
32,Ordered:5,aws,0,100,1230349,189780,310557,client,1
33,Ordered:5,aws,0,100,1230349,222744,288741,client,1
34,Ordered:5,aws,0,100,1230349,251136,260353,client,1
35,Ordered:5,aws,0,100,1230349,282421,229069,client,1
36,Ordered:5,aws,0,100,1230349,387623,133996,client,1
37,Ordered:5,aws,0,100,1230349,419805,101818,client,1
38,Ordered:5,aws,0,100,1230349,406541,132235,client,1
39,Ordered:5,aws,0,100,1230349,328268,275447,client,1
40,Ordered:5,aws,0,100,1230349,411669,192051,client,1
41,Ordered:5,aws,0,100,1230349,444483,177513,client,1
42,Ordered:5,aws,0,100,1230349,230285,418789,client,1
43,Ordered:5,aws,0,100,1230349,256291,392787,client,1
44,Ordered:5,aws,0,100,1230349,287878,361202,client,1
45,Ordered:5,aws,0,100,1230349,393781,255300,client,1
46,Ordered:5,aws,0,100,1230349,427251,221830,client,1
47,Ordered:5,aws,0,100,1230349,438665,220810,client,1
48,Ordered:5,aws,0,100,1230349,459102,209808,client,1
49,Ordered:5,aws,0,100,1230349,470309,206856,client,1
50,Ordered:5,aws,0,100,1230349,488431,199260,client,1
51,Ordered:5,aws,0,100,1230349,499244,308257,client,1
52,Ordered:5,aws,0,100,1230349,293081,542686,client,1
53,Ordered:5,aws,0,100,1230349,401194,434578,client,1
54,Ordered:5,aws,0,100,1230349,433566,402207,client,1
55,Ordered:5,aws,0,100,1230349,464391,371383,client,1
56,Ordered:5,aws,0,100,1230349,493949,341826,client,1
57,Ordered:5,aws,0,100,1230349,538142,297634,client,1
58,Ordered:5,aws,0,100,1230349,453513,437194,client,1
59,Ordered:5,aws,0,100,1230349,482306,408407,client,1
60,Ordered:5,aws,0,100,1230349,514152,376562,client,1
61,Ordered:5,aws,0,100,1230349,557620,333095,client,1
62,Ordered:5,aws,0,100,1230349,545964,353553,client,1
